ACNO,Title,出版社,Authur Name
TR-E0521,AS Use of English--Decoding Practical Skills for Work and Study Section E(Teacher's Book),Witman Publishing Co. (HK) Ltd.,Paul Hill
TR-E0522,Classroom Secondary TSA English Assorted Exercises S.3,CLASSROOM Publications Limited,
TR-E0599,Action for the future-Career oriented Studies and the New Senior Secondary Academic Structure for Special Schools,,
TR-E0601,Painting the Sky:Writing POETY with children,Good Year Books,Shelley Tucker
TR-E0602,POETY EXPRESS,Essential Resources Education Publisers Limited,Jenny Pyatt
TR-E0603,THE POETY CORNER,Good Year Books,Arnold Cheyney
TR-E0604,IMAGE Strategies for writing poetry,Essential Resources Education Publisers Limited,Christine Comerford
TR-E0605,MORE PURPOSEFUL POETRY,Essential Resources Education Publisers Limited,Suzi de Gouveia
TR-E0606,PURPOSEFUL POETRY,Essential Resources Education Publisers Limited,Suzi de Gouveia
TR-E0607,CLASSROOM Secondary English Assorted Exercises S.1 (Teacher's Copy),CLASSROOM Publications Limited,
TR-E0609,Get Ready for TSA(Teacher's Edition),Longman,Kitty Wong
TR-E0610,DEVELOPING SKILLS TSA(Territory-wide System Assessment),Aristo Educational Press,H.Y.Wong
TR-E0612,Thematic Skills & Practice for the TSA 2A,iLearners Publishing Limited,Simon James Sharp
TR-E0613,Thematic Skills & Practice for the TSA 2A,iLearners Publishing Limited,Simon James Sharp
TR-E0617,Witman BCA Secondary 3,Witman Publishing Co. (HK) Ltd.,Ramm Cash
TR-E0621,75 Exercises for Experiencing Poetry with Poetry 21,Thomson Wadsworth,Bill Coyle
TR-E0623,For Each and Everyone,Hong Kong University Press,Lo Mun Ling
TR-E0626,Understanding Significant Details,Jamestown Publishers,
TR-E0632,The FIFTH DISCIPLINE,Currency Doubleday,
TR-E0649,Captain Grant's Children(Teacher's Book),MM Publications,Jules Verne
TR-E0663,Developing Skills--Question Bank JS1,Aristo Educational Press,
TR-E0665,Developing Skills--Question Bank JS3,Aristo Educational Press,
TR-E0666,Developing Skills--Freeway  Grammar & Usage 2,Aristo Educational Press,
TR-E0668,Developing Skills--Freeway  Grammar & Usage 3,Aristo Educational Press,
TR-E0670,Making Inferences,,
TR-E0671,Longman ELECT JS1B(Teacher's Edition),Person Education Asia Limited,"Jo Ann Nelson,John Potter,Sarah Rigby,Kitty Wong"
TR-E0672,Longman ELECT JS2B(Teacher's Edition),Person Education Asia Limited,"Jo Ann Nelson,John Potter,Sarah Rigby,Kitty Wong"
TR-E0676,Classroom Secondary TSA English Assorted Exercises S.1,CLASSROOM Publications Limited,
TR-E0680,Writing Poetry,Good Year Books,Shelley Tucker
TR-E0682,A Window on Literature,Cambridge University Press,Gillian Lazar
TR-E0683,Obesity,Thomas Gale,Gillian Lazar
TR-E0684,Drug Abuse,Thomas Gale,
TR-E0685,Advertising,Thomas Gale,"STANFORD, Eleanor"
TR-E0686,Animal Rights,Thomas Gale,"DUDLEY, William"
TR-E0687,Teen Pregnancy,Thomas Gale,"BERNE, Emma Carlson"
TR-E0688,Music and Song,Oxford University Press,Tim Murphey
TR-E0689,Values for Today,Heinemann,Chris Wright
TR-E0690,Creating Readers with Poetry,Maupin House,Nile Stanley
TR-E0691,Daily Poetry,Good Year Books,Carol Simpson
TR-E0692,Kindle the Fire: Writing Poetry with Middle School Students,Good Year Books,Shelley Tucker
TR-E0693,Plays That Teach,"Incentive Publications, Inc.",Shelley Tucker
TR-E0694,Literacy Through Texts 3,Longman,
TR-E0695,Character Education Book of Plays--Middle Grade Level,"Incentive Publications, Inc.",Judy Truesdell Mecca
TR-E0696,Special Plays For Special Days,"Incentive Publications, Inc.",Judy Truesdell Mecca
TR-E0705,An Oral Handbook For Certificate Level,Free Press,Pau Paskewitz
TR-E0708,Get Ahead Workbook 1A (Teacher's Edition),Macmillan Publishers (China) Ltd.,
TR-E0715,Get Ahead Workbook 1B (Teacher's Edition),Macmillan Publishers (China) Ltd.,Sandra Allen
TR-E0716,Classroom Secondary TSA English Mock Papers S.3,CLASSROOM Publications Limited,Sandra Allen
TR-E0727,Abridged Dewey Decimal Classification(Edition 14),"OCLC Online Computer Library Center,Inc.",Melvil Dewey
TR-E0728,The Phantom of the Opera,Express Publishing,Gaston Lerous
TR-E0729,Back to the Dreamtime,MM Publications,H.Q.Mitchell
TR-E0730,The Creeping Man,MM Publications,H.Q.Mitchell
TR-E0731,Captain Grant's Children(Teacher's Book),MM Publications,Jules Verne
TR-E0733,Treasures in the Woods,Headstart Group Limited,Marianne Lowe
TR-E0734,The Third HKPISA Report (Pisa 2006),HKPISA Centre,
TR-E0735,The Third HKPISA Report (Pisa 2006 Executive Summary) ,HKPISA Centre,
TR-E0736,Discussion Process and Principles,Language Solutions Incorporated,"Charles Lebeau, David Harrington"
TR-E0737,Getting Ready for Speech,Language Solutions Incorporated,"Charles Lebeau, David Harrington"
TR-E0738,Discover Debate,Language Solutions Incorporated,"MKichael Lubetsy, Charles Lebeau and David Harrington"
TR-E0739,The First HKPISA Report,HKPISA Centre,
TR-E0740,HKPISA Executive Summary,HKPISA Centre,
TR-E0741,The Second HKPISA Report(Pisa 2003),HKPISA Centre,
TR-E0742,The Second HKPISA Report Executive Summary,HKPISA Centre,
TR-E0749,Introduction to the basic law of the Hong Kong special administrative region,Law Press. China,
TR-E0751,Classroom Grammar for Secondary Schools S.2,CLASSROOM Publications Limited,"Grace wong, Shery Lau, Sammi sham etc."
TR-E0757,Teach & Practise for the HKDSE Paper 2 Writing S.4,Pilot Publishing Co. Ltd.,Grace Chan
TR-E0764,Performance Plus for the HKDSE Paper 4 Speaking S.4,Pilot Publishing Co. Ltd.,
TR-E0765,Teach & Practise for the HKDSE Paper 4 Speaking S.4,Pilot Publishing Co. Ltd.,
TR-E0768,HKCEE Easy Fast Grateway Series Book 1 for Form 4,Ying Ka Publishing Co.,Lee Kam Kuen
TR-E0771,"A Multimedia & Interactive English Reading Course For The HKCEE(Programme 1, 2, 3)",The Internet Education Company,
TR-E0772,Making Connections Intermediate,Cambridge,"Jo McEntire, Jessica Williams"
TR-E0773,Making Connections(Second Edition),Cambridge,Kenneth J. Pakenham
TR-E0775,From Simplified to Traditional Characters : Traditional Chinese Character Courseware,The Government of the Hong Kong Special Adminstrative Region,
TR-E0776,From Traditional to Simplified Characters : Simplified Chinese Character Courseware,The Government of the Hong Kong Special Adminstrative Region,
TR-E0787,Investigative Study in chemistry--Exemplars of Learning and Teaching Activties,Education Bureau,
TR-E0788,"Efficiency, Equity and Role of Goverment : Resource Pack for the Economics Curriculum(Secondary 4-6)",Education Bureau,
TR-E0789,Career Development Tool for Senior Secondary Students,Hong Kong Association of Careers Masters and Guidance Masters,
TR-E0791,Tourism and Hospitality Studies : Introduction to Tourism Passpprt,Education Bureau,
TR-E0792,Introduction to the basic law of the Hong Kong special administrative region,法律出版社 / 三聯書店(香港)有限公司,
TR-E0796,Developing Skills for HKDSE 4 Paper 3 Listening & Integrater Skills Set B,Aristo Educational Press,"C. nancarrow, T. Lai, Y.F. Cheung"
TR-E0798,Tracking Through Fantasy,Rigby Heinemann,
TR-E0799,Tracking Through Adventure,Rigby Heinemann,
TR-E0800,Tracking Through Historical Fiction,Rigby Heinemann,
TR-E0801,Tracking Through Science Fiction,Rigby Heinemann,
TR-E0802,Tracking Through Mystrery,Rigby Heinemann,
TR-E0803,Tracking Through Research,Rigby Heinemann,Jan Pritchett
TR-E0804,Tracking Through Speeches and Debates,Rigby Heinemann,
TR-E0805,Tracking Through Biography,Rigby Heinemann,Nicolas Brasch
TR-E0806,Tracking Through Newspaper,Rigby Heinemann,Pamela Rushby
TR-E0807,Tracking Through Newspaper,Rigby Heinemann,Pamela Rushby
TR-E0808,Tracking Through Series Characters,Rigby Heinemann,Marg McAlister
TR-E0809,Tracking Through Myths Legends,Rigby Heinemann,Jan Pritchett
TR-E0810,Tracking Through Plays,Rigby Heinemann,Chris Mctrustry
TR-E0811,Tracking Through Poetry,Rigby Heinemann,Mary Manning
TR-E0812,Meet he Poet,Rigby Heinemann,Rachel Flynn
TR-E0813,Myths from Ancient Worlds,Rigby Heinemann,Jan Pritchett
TR-E0814,Legends from Ancient Worlds,Rigby Heinemann,Jan Pritchett
TR-E0815,Twister!,Rigby Heinemann,Mary Manning
TR-E0816,The Great Supermarket Debate,Rigby Heinemann,Nicolas Brasch
TR-E0817,Inside Cartoons,Rigby Heinemann,Pamela Rushby
TR-E0818,New Cert English 1 Comprehension and Writing for Juniors,Goodman Publisher,
TR-E0820,New Cert English 3 Comprehension and Writing for Juniors,Goodman Publisher,K.Y.Chang
TR-E0821,Easy Reading and Writing for Junior Forms 1,Goodman Publisher,"Jack Newton, K.Y.Chang"
TR-E0822,Easy Reading and Writing for Junior Forms 2,Goodman Publisher,"Jack Newton, K.Y.Chang"
TR-E0823,Easy Reading and Writing for Junior Forms 3,Goodman Publisher,"Jack Newton, K.Y.Chang"
TR-E0825,Developing Skills Freeway Grammar & Usage 1(Teacher's Edition),Aristo Educational Press,C.Harris
TR-E0826,Developing Skills Freeway Grammar & Usage 1(Teacher's Edition),Aristo Educational Press,C.Harris
TR-E0834,Developing Skills Freeway Listening & Speaking(with Integrated tasks) 2B (Teacher's Edition),Aristo Educational Press,"G.Thomas, K.S.Yuen"
TR-E0841,Developing Skills Freeway Grammar & Usage 3 (Teacher's Edition),Aristo Educational Press,C.Harris
TR-E0848,Winning English HKCEE  Reading and Writing,Original Press (Asia) Limited,
TR-E0850,English Utopia Paper 2 For HKCEE Vol. 2,Original Press (Asia) Limited,
TR-E0854,Higher-Order Thinking : The Multiple Intelligences Way,Crown House Publishing Limited,David Lazear
TR-E0855,Learning to Learn : Making Learning Work for All students,Crown House Publishing Limited,Garry Burnett
TR-E0857,Learning English through Popular Culture(Secondary 4-6) A Resource Package,Education Bureau,
TR-E0858,Learning English through Workplace Communication(Secondary 4-6) A Resource Package,Education Bureau,
TR-E0860,Learning English through Drama(Secondary 4-6) A Resource Package,Education Bureau,
TR-E0862,Learning English through Short-Stories(Secondary 4-6) A Resource Package,Education Bureau,
TR-E0864,Longman Secondary 1 English Series : Situational Writing,Pearson Longman,Magdelene Teo
TR-E0865,Daily Readers 7A,KEA Learning International Ltd.,
TR-E0866,Daily Readers 8A,KEA Learning International Ltd.,
TR-E0868,Scripts for Young Movie-makers,Essential Resources Education Publisers Limited,Scott Balliet
TR-E0869,Scripts for Young Movie-makers,Essential Resources Education Publisers Limited,Scott Balliet
TR-E0871,Essence of english for upper class,國光出版社,國光出版社
TR-E0872,Performance Task-based Listening(With speaking) Level 3,Pilot Publishing Co. Ltd.,Diana Esser
TR-E0878,Grammar Fun(Theme-based Approach) 3,Pilot Publishing Co. Ltd.,"Joanne Siu, Slyvia Siu"
TR-E0879,Grammar Fun(Theme-based Approach) 2,Pilot Publishing Co. Ltd.,"Joanne Siu, Slyvia Siu"
TR-E0880,Grammar Fun(Theme-based Approach) 1,Pilot Publishing Co. Ltd.,"Joanne Siu, Slyvia Siu"
TR-E0888,Active Learning : Increasing Flow in the CLassroom,Crown House Publishing Limited,"Pat Hollingsworth, Gina Lewis"
TR-E0889,What Successful Teachers Do,Corwin Press,"Neal A. Glasgow, Cathy D. Hicks"
TR-E0890,Learning to Teach Citizenship in the Secondary School,Routledge,
TR-E0891,Supporting Teaching and Learning in Schools,Routledge,
TR-E0892,"Teaching for Wisdom, Intelligence, Creativity, and Success",Corwin,"Robert J. Sternberg, Linda Jarvin, Elena L. Grigorenko"
TR-E0893,8 Stpes to Classroom management success,Corwin,George Kapalka
TR-E0894,Multiple Intelligences,Basic Books,Howard Gardner
TR-E0917,CLASSROOM Secondary English Assorted Exercises S.1 With Free OSM Mock Papers(Teacher's Copy),CLASSROOM Publications Limited,
TR-E0918,Classroom Secondary TSA English Assorted Exercises S.2 With Free OSM Mock Papers(Teacher'S Copy),CLASSROOM Publications Limited,
TR-E0919,Classroom Secondary TSA English Assorted Exercises S.3 With Free OSM Mock Papers(Teacher'S Copy),CLASSROOM Publications Limited,
TR-E0920,Classroom Grammar for Secondary Schools S.1,CLASSROOM Publications Limited,"Grace Wong, Shery Lau, Sammi Sham etc."
TR-E0921,Classroom Grammar for Secondary Schools S.2,CLASSROOM Publications Limited,"Grace Wong, Shery Lau, Sammi Sham etc."
TR-E0922,Classroom Grammar for Secondary Schools S.3,CLASSROOM Publications Limited,"Grace Wong, Shery Lau, Sammi Sham etc."
TR-E0923,TSA English Theme-based Exercises and Progress Tests S.1,Athens Education,Eldon Fung
TR-E0924,TSA English Theme-based Exercises and Progress Tests S.2,Athens Education,Eldon Fung
TR-E0927,Sucess in Listening and Integrated Skills 1 Set B(Teacher's Edition),Oxford,
TR-E0928,The Complete SBA solution SBA Kit : School-based Assessment for the HKDSE in English Language,Oxford University Press,Mark Wilkins
TR-E0930,Highly effective examination series : Mastering Paper 1 Reading  Through Themes on Liberal Studies Volume 2,Wise Spread Education Publishing,
TR-E0931,Highly effective examination series : Mastering Paper 1 Reading  Through Themes on Liberal Studies Volume 1,Wise Spread Education Publishing,
TR-E0934,HKDSE Exam Series : Mathematics Multiple-choice Questions Compulsory Part,Hong Kong Educational Publishing Co.,C.K.Kwun
TR-E0935,HKDSE Exam Series : Mathematics Multiple-choice Questions Compulsory Part Solution Guide,Hong Kong Educational Publishing Co.,C.K.Kwun
TR-E0936,HKDSE Exam Series : Mathematics Multiple-choice Questions Compulsory Part Book 1,Hong Kong Educational Publishing Co.,"H.Y.Pang, W.S.Chan"
TR-E0937,HKDSE Exam Series : Mathematics Multiple-choice Questions Compulsory Part Book 1 Solution Guide,Hong Kong Educational Publishing Co.,"H.Y.Pang, W.S.Chan"
TR-E0938,The Changing Face of Education in Hong Kong : Transition into the21st Century ,The University of Hong Kong/Centre for information Technology in Education(CITE),"Allan Yuen, Nancy Law, Man Wai Lee, Yeung Lee"
TR-E0939,Fine Score Use of English Training Section C,futfut.com.hk.ltd.,F.Shum
TR-E0941,CHINA Modernization and Transformation (1900-2000),"Education Bureau(Personal, Social and Humanities Education Section)",Alfred H.Y.Lin(PhD)
TR-E0942,CHINA Modernization and Transformation (1900-2000),"Education Bureau(Personal, Social and Humanities Education Section)",Alfred H.Y.Lin(PhD)
TR-E0950,"Territory-wide system assessment report, 2009",Hong Kong Examination and Assessment Authority,
TR-E0952,The Learning & Teaching of Critical Thinking Skills : Scenario Analysis(Senior Secondary),"Education Bureau(Personal, Social and Humanities Education Section)",
TR-E0956,Learning English through Poems and Songs(Secondary 4-6) A Resource Package,Education Bureau,
TR-E0957,Footprints : journey towards learning and teaching,"St. Margaret's Girl's College, Hong Kong",
TR-E0959,Developing Skills for HKDSE Paper 4 Speaking S.4 Set B (Teacher's Edition),Aristo Educational Press,"C. Nancarrow, S.Y.Leung"
TR-E0960,Developing Skills for HKDSE Paper 4 Speaking S.4 Set B ,Aristo Educational Press,"C. Nancarrow, S.Y.Leung"
TR-E0961,Developing Skills for HKDSE Paper 4 Speaking S.5 Set B (Teacher's Edition),Aristo Educational Press,"C. Nancarrow, S.Y.Leung"
TR-E0968,2009/10 Hong Kong Budding Poets(English) Award,,
TR-E0972,Curriculum Support Materials on Developing Higher-order Thinking Skills in PSHE Classrooms (2) : Lesson Exemplars,"Education Bureau(Personal, Social and Humanities Education Section)",
TR-E0973,LONG RIVER Get Ready for Secondary 1(Teacher's Copy),LONG RIVER Publications,Iris Liu
TR-E0974,LONG RIVER Get Ready for Secondary 2(Teacher's Copy),LONG RIVER Publications,Iris Liu
TR-E0980,Classroom Secondary TSA English Assorted Exercises with free TSA Mock Papers S.2(Teacher's Copy),CLASSROOM Publications Limited,"Michele Ho, W.T.Lau"
TR-E0987,Performance Plus Task-based Listening  Level 3 (3rd Edition),Pilot Publishing Co. Ltd.,Diana Esser
TR-E0988,Performance Plus Task-based Listening  Level 3 (3rd Edition),Pilot Publishing Co. Ltd.,Diana Esser
TR-E0992,Performance Plus for the HKDSE Paper 3 Listening and Integrated Skills 5,Pilot Publishing Co. Ltd.,Diana Esser
TR-E0996,Success in the HKDSE,Oxford University Press,"Rachel Grant, Laura K.Leung, John Pilgrim etc."
TR-E0998,Longman ELECT NSS Speaking Skills Book (Teacher's Book --2010 Edition),Longman    (Pearson),
TR-E0999,Longman ELECT NSS Reading Skills Book(Teacher's Book --2010 Edition),Longman    (Pearson),"Gary Hill, John Potter"
TR-E1000,NorthStar: Focus on Reading and Writing,Longman,"Andrew K. english, Laura Monahon English"
TR-E1001,Developing skills All-In_One Practice Vol.1 for HKDSE Set A(Teacher's Reference Pack Paper1-4--2011 Edition,Aristo Educational Press,"M.Yuen, E.P.Bentley"
TR-E1002,Read To Achieve 1(HK Edition),"	National Geographic Learning",Charles Tracy
TR-E1003,Read To Achieve 2(HK Edition),"	National Geographic Learning",Stephen Backman
TR-E1004,Read To Achieve 3(HK Edition),"	National Geographic Learning",Rick Issak
TR-E1005,Reading for the Real Word Intro,Compass Publishing,"Peggy Anderson, Sam Robinson"
TR-E1006,Reading for the Real Word 1,Compass Publishing,"Peggy Anderson, Sam Robinson"
TR-E1007,Reading for the Real Word 2,Compass Publishing,"Peggy Anderson, Sam Robinson"
TR-E1008,Reading for the Real Word 3,Compass Publishing,"Peggy Anderson, Sam Robinson"
TR-E1009,Smart Writings: A collection of 72 essays by 5** students,New Page Publishing,"Goofy Marius Chan, Jerry Li"
TR-E1010,Writing for Distinction,Hong Kong Joint-Us Press Limited,"Alan Chan, Daniel Tang, Sylvia Chan etc."
TR-E1011,Building Blocks for Effective Writing ,Hong Kong Joint-Us Press Limited,C.Chung
TR-E1012,Building Blocks for Effective Writing Exercises,Hong Kong Joint-Us Press Limited,Christiana Choi
TR-E1013,Geography 600,Hong Kong Joint-Us Press Limited,"Cherry Tse, Christy Chiu"
TR-E1014,HKDSE Related Past Papers Suggested Solution 2021 : Geography(1984-2020),Hong Kong Joint-Us Press Limited,
TR-E1015,Last Minute Geography (Compulsory Part) (HKDSE),Original Press (Asia) Limited,"Elaine Mak, Maple Chan, Victor Chan etc."
TR-E1016,HKDSE Related Past Papers Suggested Solution 2022 : English Language(1990-2022),Hong Kong Joint-Us Press Limited,
TR-E1017,Mastering English For HKDSE Paper 3: Listening and Integrated Skills,Hong Kong Joint-Us Press Limited,
TR-E1018,30 Strokes of Stars: A collection of top sample writings for HKDSE,Original Press (Asia) Limited,"Brian Chui, Derek Tam, Joyce Ng etc."
TR-E1019,Write it Right,Student House,Lawrence Li
TR-E1020,Grade A Composition Select for HKDSE English Language,Lancaster Education,"Joanna Law, Carol Shek, Cecilia Tang etc."
TR-E1021,Last Minute Geography (Elective Part) (HKDSE),Original Press (Asia) Limited,"Victor Chan, Tracy Chan"
TR-E1217,Cultural Tourism: The Partnership Between Tourism and Cultural Heritage Management,Routledge,"Bob McKercher, Hilary du Cros"
TR-E1218,Learning and Teaching Resource Pack for Senior Secondary History Curriculum: INTERNATIONAL COOPERATION AND REGIONAL POLITICS SINCE 1945,"Personal, Social and Humanities Education Section Education Bureau",
TR-E1219,"Territory-Wide System Assessment, 2016: Report on the Basic Competencies of Students in Chinese Language, English Language and Mathematics Key Stage 1 and 3",Hong Kong Exam & Assessment Authority,
TR-E1221,Child Fatality Review Panel First Report (for child death cases in 2008-2009),Child Fatality Review Panel,
TR-E1222,Hong Kong Special Administrative Region 20th anniversary 中華人民共和國香港特別行政區20周年紀念,,
TR-E1223,Assessment & Learning Issue 1 (November2012),,
TR-E1224,Assessment & Learning Issue 2 (November2013),,
TR-E1225,Assessment & Learning Issue 3 (November2014),,
TR-E1226,ICAS Mathematics Past Paper,,
TR-E1227,ICAS Science Past Paper,,
TR-E1228,ICAS English Language Past Paper,,
TR-E1229,ICAS Writing Past Paper,,
TR-E1230,Teenage Pregnancy,Independence,Lisa Firth
TR-E1231,Sexual Orientation,Independence,Cara Acred
TR-E1232,Gender Roles,Independence,Cara Acred
TR-E1234,Basic Key to Success in Biology for HKDSEE,"Hung Fung Book Co., Ltd.",Y.K. To
TR-E1236,Explore Our World (Level 4): Welcome to the uk,Express Publishing,"Jenny Dooley, Virginia Evans"
TR-E1238,Explore Our World (Level 5): The Age of the Dinosaurs Poziom 5,Express Publishing,"Jenny Dooley, Virginia Evans"
TR-E1239,Explore Our World (Level 6): Ancient Egypt,Express Publishing,"Jenny Dooley, Virginia Evans"
TR-E1240,Explore Our World (Level 6): The circulatory system,Express Publishing,"Jenny Dooley, Virginia Evans"
TR-E1241,Explore Our World (Level 4): The Solar System Poziom 4,Express Publishing,"Jenny Dooley, Virginia Evans"
TR-E1242,"Territory-Wide System Assessment, 2016: Report on the Basic Competencies of Students in chinese Language, English Language and Mathematics Key stage 1-3",The Government of the Hong Kong Special Adminstrative Region,
TR-E1244,Programming the BBC micro: bit: Getting Started with MicroPython,McGraw-Hill Education,Simon Monk
TR-E1245,Getting Started With the micro:bit: Coding and Making With the BBC’s Open Development Board,Maker Media Inc.,Wolfram Donat
TR-E1246,Easy micro:bit Projects,Maker Media Inc.,Eric Hagan
TR-E1247,Edexcel GCSE (9-1) Physical Education(2nd Edition),Pearson Education Limited,Tony Scott
TR-E1248,Cambridge National Level 1/2 Sport Science,Hodder Education," Mike Murray, Ross Howitt"
TR-E1249,REVISE AQA GCSE (9-1) Physical Education Revision Workbook ,Pearson Education Limited,Jan Simister
TR-E1250,REVISE EDEXCEL GCSE (9-1) Physical Education Revision Workbook,Pearson Education Limited,Jan Simister
TR-E1251,REVISE EDEXCEL GCSE (9-1) Physical Education Revision Guide,Pearson Education Limited,Jan Simister
TR-E1252,Edexcel GCSE Physical Education(Student Book),Oxford University Press,"Maarit Edy, Matthew Hunter"
TRE-E0001,Fundamental English Exercises(Form 3),,
TRE-E0002,Foundation English Practice 3,,
TRE-E0007,NS Graded English Exercises,,
TRE-E0020,Grammar Explained 3,,
TRE-E0022,Proof Reading Forms 3-4,,
TRE-E0023,Graded English Grammar Practice 3,,
TRE-E0024,Complete Summer Revision F.3-F.4,,
TRE-E0025,English Fun S.3-S.4,,
TRE-E0026,Excellence Summer Hoilday Exercises-English Book 4(F.3-F.4),,
TRE-E0027,English Language Exercises For Summer Practice F.3-F.4,,
TRE-E0030,Classroom Grammar Step by Step Form 3,,
TRE-E0031,Grammar  in Context Book 3,,
TRE-E0032,English Exercises for Summer Vacation F.3-F.4,,
TRE-E0041,Impact 3!,,
TRE-E0042,New Reends In English 3,,
TRE-E0048,Writing Well: a guide in composition 3,,
TRE-E0049,Composition Resources Booklet for Junio Secondary Schools,,
TRE-E0072,Teach & Practise Task-based Listening Book 3,,
TRE-E0073,Teach & Practise Task-based Listening Book 3(Data File Book),,
TRE-E0089,Mastering English Skills Book 3,,
TRE-E0090,Guide Composition 3 For Hong Kong Secondar Schools(New Edition),,
TRE-E0092,Grammar and Exercises 2 For Junior Forms,,
TRE-E0093,Round-Up 2 English Grammar Practice,,
TRE-E0094,Grammar in Context Book 2,,
TRE-E0095,Understanding Comprehension 2,,
TRE-E0096,English Supplementary Exercises for Junior Form,,
TRE-E0097,Longman Express 2A,,
TRE-E0100,Practice Makes Perfect 2,,
TRE-E0106,Reading Comprehension For Junior Forms 2,,
TRE-E0107,Grammar Explained 2 (Second Edition),,
TRE-E0110,Classroom Grammar Step by Step Form2 (Teacher's Copy),,
TRE-E0111,Graded English Grammar Practice Volume Two,,
TRE-E0113,English Express 2,,
TRE-E0134,Moving Up Integrated Listening and Speaking Book 2(Teacher's Resource Book),,
TRE-E0138,Teach & Practise Task-based Listening Book 2(Promotional Copy),,
TRE-E0139,Teach & Practise Task-based Listening Book 2,,
TRE-E0145,English 2000 2A,,
TRE-E0146,English 2000 2B,,
TRE-E0147,Fundamental English Exercises (Form 1),,
TRE-E0148,Progressive Practise in Comprehension & Grammar,,
TRE-E0149,Grammar in Context Book 1,,
TRE-E0150,Understanding Comprehension 1,,
TRE-E0151,English Supplementary Exercises for Junior Form,,
TRE-E0157,Easy Grammar 1,,
TRE-E0158,Reading Comprehension For Junior Forms Book 1,,
TRE-E0161,Towards Better Comprehension Form 1 Exercise,,
TRE-E0162,Grammar Explained 1,,
TRE-E0164,Graded English Grammar Practice,,
TRE-E0165,Classroom Grammar Step By Step Form 1,,
TRE-E0166,Complete Basic Grammar 1,,
TRE-E0168,Longman Express Grammar Book 1B,,
TRE-E0169,From Words to Composition 1,,
TRE-E0170,Writing Well 1,,
TRE-E0171,Guided Composition 1,,
TRE-E0173,Impact 1,,
TRE-E0183,First New Functional English for Paper Two (Book One),,
TRE-E0184,First Certificate English Paper Two  Reading Comprehension & Usage Form Four,,
TRE-E0185,New English Today 4,,
TRE-E0186,Better Certificate English Series Form 4 PAper Two,,
TRE-E0191,HKCEE Paper 2 Reading Comprehension and Usage,,
TRE-E0193,Grammar Focus,,
TRE-E0194,New Step & Skills 4 Writing Paper1,,
TRE-E0195,New Effective English 4 Writing (Paper 1),,
TRE-E0201,New Step & Skills 4 Oral English Paper 4,,
TRE-E0202,Task--Oral English: A 2-Year Course for Form 4 and Form 5,,
TRE-E0203,New Cert Guided Oral Practice Form 4,,
TRE-E0206,New Effective English 4 Oral English(Paper 4),,
TRE-E0209,Pilot's Oral English Paper 4(Syllabus A),,
TRE-E0211,Teach & Practise Paper 4 Oral English,,
TRE-E0227,Complete Exam Practice(answer key),,
TRE-E0233,Focus On Skills(Teacher's Edition) S.4 Paper 3,,
TRE-E0260,Step & Skills 5,,
TRE-E0262,Comp Guide & Close Practice,,
TRE-E0263,HKCE English Paper 1 Writing,,
TRE-E0265,More Complete Exam Practice (Sets 4-9),,
TRE-E0266,New Cert Guided Oral Practice Form 5,,
TRE-E0267,New Steps & Skills 5 Oral English Paper 4,,
TRE-E0270,Step & Skills 5 Oral English Paper 4,,
TRE-E0272,Pilot's Oral English Paper 4(Syllabus A),,
TRE-E0278,Performance Plus Task-based Listening,,
TRE-E0279,Performance Plus Task-based Listening(Data File Book),,
TRE-E0280,Performance Plus Task-based Listening(Teacher's Handbook),,
TRE-E0281,Performance Plus Task-based Listening(Data File Book)(Teacher's Handbook),,
TRE-E0294,Performance Plus--Task-based Listening Level 2,,
TRE-E0303,Teach & Practise--Task-based Listening Book 1,,
TRE-E0319,Get It RIght! Secondary 2 Comprehension,,
TRE-E0334,HKCEE Beat Paper 1A+1B 2--Reading and Writing,,
TRE-E0340,Skill Smart--Speaking Paper 3 S.4(Teacher's Book),,
TRE-E0341,Skill Smart--SBA-A Simple Approach,,
TRE-E0345,FREEWAY Question Bank Listening Test Papers S.1(Sample Units),,
TRE-E0346,FREEWAY Question Bank 3,,
TRE-E0378,English Aims : A Programme to Assess and Learn Volume One(Activate),iLearners Publishing Limited,Simon James Sharp
TRE-E0379,English Aims : A Programme to Assess and Learn Volume two(Integrate),iLearners Publishing Limited,Simon James Sharp
TRE-E0382,Get Ready for TSA S.3,Longman,"Kitty Wong, Sarah Rigby"
TRE-E0385,Thematic Skills & Practice for the TSA 3A,iLearners Publishing Limited,"Simon James Sharp, Louise Sek"
TRE-E0389,Step-By-Step Guided Practice for the TSA S.2-->S.3,iLearners Publishing Limited,"Simon James Sharp, Luoise Sek"
TRE-E0390,Developing Skills for HKDSE Paper 4 Set B,iLearners Publishing Limited,"C. Nancarrow, S.Y. Leung"
TRE-E0394,Developing Skills for HKDSE 4 Paper 1 & 2 Set B,Aristo Educational Press,"C. Nancarrow, T.Lai, Y.F.Cheung"
TRE-E0395,Make It Happen: Mock Exam Practice for HKDSE English Paper 1 Reading,Jing Kung Educational Press,Lester Theodore Chan
TRE-E0396,Make It Happen: Mock Exam Practice for HKDSE English Paper 3 Listening and Integrated Skills,Jing Kung Educational Press,Lester Theodore Chan
TRE-E0397,TSA  English Theme-based Exercises and Progress Tests S1 (Second Edition),Athens Education,Eldon Fung
